Jaar_laden;POSTCODE_LADEN;AANTAL_LAADLOCATIES; Totaal_KG_VRACHT ;Naam stal;Straat + huisnummer;Plaats;KVK nummer;tel nummer ;;;;
2024;5111XG;1;171100;Stal Boschoven Bv;Boschoven 16;Baarle-Nassau;66449316;;;;;
2024;5113TA;1;476100;Christie Dreessen Paardentandarts;Baarleseweg 10;Ulicoten;27353828;;;;;
2024;5121RE;1;469000;;;;;;;;;
2024;5124NC;1;220000;;;;;;;;;
2024;5124NJ;1;257600;;;;;;;;;
2024;5124RJ;1;199200;Stal Wauben;Donkstraat 25;Molenschot;72051280;;;;;
2024;5125ND;1;334100;;;;;;;;;
2024;5125NH;1;431000;;;;;;;;;
2024;5125NJ;1;258100;Stal Jellema;Wierkstraat 8;Hulten;67710379;;;;;
2024;5125PA;1;40900;;;;;;;;;
2024;5126AZ;1;149700;Tja Vof;Bessemeindseweg 6;Gilze;56375050;;;;;
2024;5126BW;1;142520;;;;;;;;;
2024;5126NR;1;167000;De Zwing;Hoogstraat 3;Gilze;17246413;;;;;
2024;5126PH;1;181200;;;;;;;;;
2024;5126PL;1;172500;;;;;;;;;
2024;5126PS;1;19940;;;;;;;;;
2024;5126WX;1;273700;;;;;;;;;
2024;5131BW;1;35500;Stal Het Merkske;Boslust 10;Alphen;74543032;;;;;
2024;5131NA;1;104200;;;;;;;;;
2024;5131NK;1;434300;;;;;;;;;
2024;5133AA;1;270000;;;;;;;;;
2024;5133AB;1;863300;;;;;;;;;
2024;5133NA;1;380100;Manege Groepsaccomodatie Het Hoefke;Het Hoefke 3;Riel;17242358;;;;;
2024;51371;1;249100;;;;;;;;;
2024;51373;1;271400;;;;;;;;;
2024;51375;1;122400;;;;;;;;;
2024;51377;1;240500;;;;;;;;;
2024;51429;1;403800;;;;;;;;;
2024;51467;1;46000;;;;;;;;;
2024;51469;1;241400;;;;;;;;;
2024;51491;1;1602100;;;;;;;;;
2024;5151RG;1;97900;Pensionstal Giersbergen;Giersbergen 5;Drunen;17172518;;;;;
2024;5151RH;1;955000;R Vissers Drunen;Margrietweg 1;Drunen;17270867;;;;;
2024;5158NA;1;101400;;;;;;;;;
2024;5161AN;1;107800;;;;;;;;;
2024;5161GL;1;674000;;;;;;;;;
2024;5161PM;1;274700;;;;;;;;;
2024;5165RA;1;100000;;;;;;;;;
2024;5165RE;1;169700;;;;;;;;;
2024;5171GK;1;59000;;;;;;;;;
2024;5171NC;2;191820;In T Groen;Baan 4;Kaatsheuvel;17269090;;;;;
2024;5171PJ;1;165000;Pas Sportpaarden Bv;Bernsehoef 4;Kaatsheuvel;18059762;;;;;
2024;5171RB;2;592000;De Smulhoeve Holding Bv;van Haestrechtstraat 15 B;Kaatsheuvel;17227189;;;;;
2024;5171RC;2;816580;;;;;;;;;
2024;5171RL;1;69080;;;;;;;;;
2024;5171TJ;1;121500;;;;;;;;;
2024;5175NV;1;51500;;;;;;;;;
2024;5175NW;1;149600;;;;;;;;;
2024;5175NX;1;493700;;;;;;;;;
2024;5175PB;1;567000;Natuurpoort van Loon;Kloosterstraat 119;;;0416-361519;;;;
2024;5176NM;1;169900;Invictus Bv;Heibloemstraat 10;De Moer;62219774;;;;;
2024;5211NJ;1;29300;;;;;;;;;
2024;52355;1;10000;;;;;;;;;
2024;52379;1;8600;;;;;;;;;
2024;5237NB;1;21700;;;;;;;;;
2024;52428;1;25600;;;;;;;;;
2024;5243RK;1;198200;;;;;;;;;
2024;52445;1;30700;;;;;;;;;
2024;5247NP;1;732400;;;;;;;;;
2024;5248NL;1;705600;;;;;;;;;
2024;52499;1;656600;;;;;;;;;
2024;52511;1;2020300;;;;;;;;;
2024;5251KL;1;223900;;;;;;;;;
2024;52525;1;122100;;;;;;;;;
2024;52538;1;140200;;;;;;;;;
2024;5253AL;1;119000;Paardenhouderij Broeren Elshout Bv;Nieuwkuijksestraat 152;Nieuwkuijk;18028573;;;;;
2024;5253AR;1;29200;;;;;;;;;
2024;5254JN;1;39000;;;;;;;;;
2024;5254JS;1;567200;;;;;;;;;
2024;5255PA;1;85000;Robin Hoods Stables;Bernsestraat 15;Herpt;18048124;;;;;
2024;5257NH;1;773100;Stal Poppelaars Vof;De Omloop 5;Hedikhuizen;51054035;06 52466447;;;;
2024;5258TM;1;243600;;;;;;;;;
2024;5258TN;1;589200;;;;;;;;;
2024;5258TW;1;55000;Van Rooij Kluijtmans Vof;Zandstraat 37;Berlicum;17150409;;;;;
2024;5262GJ;1;778600;;;;;;;;;
2024;5263LT;1;596000;C C Maas Bv;Helvoirtseweg 211;Vught;16086685;;;;;
2024;5263NM;1;131700;;;;;;;;;
2024;5266AD;1;270400;;;;;;;;;
2024;5266AJ;1;355200;;;;;;;;;
2024;5266AL;1;387400;;;;;;;;;
2024;5266AS;1;225000;;;;;;;;;
2024;5268CG;1;268500;;;;;;;;;
2024;5268JW;1;116700;;;;;;;;;
2024;5268KW;1;7000;;;;;;;;;
2024;5268LE;1;856890;;;;;;;;;
2024;5268LG;1;408040;;;;;;;;;
2024;5268LK;1;489000;;;;;;;;;
2024;5271VC;1;880300;Stal Felicia;Lookertstraat 8;Sint-Michielsgestel;16039972;06 55130055;;;;
2024;5271VE;1;222600;Bentevree;Ruimel 7;Sint-Michielsgestel;53822463;;;;;
2024;5271VN;1;18000;Equistaete Bv;Theereheide 6;Sint-Michielsgestel;74317849;;;;;
2024;5275HC;1;211100;;;;;;;;;
2024;5275HV;1;40000;;;;;;;;;
2024;5275JB;1;328080;Stal Heijmans;Preutelsteeg 2;Den Dungen;71154582;;;;;
2024;5281PD;1;53380;;;;;;;;;
2024;5281SC;1;25400;Dester Van Nunen Fotografie;Koevoortseweg 20;Boxtel;70033978;;;;;
2024;5281TJ;1;312300;Stoeterij Bloemendael Vof;Bosrand 3;Boxtel;77097238;;;;;
2024;5282HP;1;306900;Schoenmakers;Uilenbroek 3;Boxtel;17245516;;;;;
2024;5282JE;1;251100;Kim Vugts;Nergena 20;Boxtel;62444530;;;;;
2024;5291AL;1;25980;Stal Van Esch;Kerkeind 15;Gemonde;17125387;;;;;
2024;5291NE;1;60000;J Van Kessel;Boomstraat 10;Gemonde;17275494;;;;;
2024;5292NH;1;234300;;;;;;;;;
2024;5294NG;1;256800;Vepac Bv;Besselaar 10;Gemonde;16040035;;;;;
2024;5296KH;1;111200;;;;;;;;;
2024;5298LP;1;254300;Stal Van De Sande;Dazingstraat 1;Liempde;16081258;;;;;
2024;5298NE;1;435500;;;;;;;;;
2024;5305TE;1;254200;De Paardenfokkerij Suylighem Bv;Mertstraat 2 d;Zuilichem;62604546;;;;;
2024;5306HB;2;2755210;Dressuurstal Van Baalen Bv;Verdrietweg 2;Brakel;70556903;0418 674 042;;;;
2024;5307HR;1;18480;;;;;;;;;
2024;5311AB;1;127000;;;;;;;;;
2024;5311PC;1;347000;Sb Horses Bv;Middelkampseweg 5;Gameren;30243565;;;;;
2024;5313AP;1;96500;Veehouderij H Timmer;Kerkstraat 37;Nieuwaal;30280162;;;;;
2024;5314AS;1;303100;;;;;;;;;
2024;5314LE;1;176000;W Den Otter;Steenweg 4;Bruchem;75558424;;;;;
2024;5314LL;1;228000;;;;;;;;;
2024;5314LN;1;16478431;;;;;;;;;
2024;5315AB;1;60000;;;;;;;;;
2024;5321JE;1;865800;;;;;;;;;
2024;53229;1;156900;;;;;;;;;
2024;5324AZ;1;823000;;;;;;;;;
2024;5325KB;1;96000;Paardenbedrijf De Woeste Hoeve;Slijkwellsestraat 22;Well;11063821;;;;;
2024;5328JD;1;444000;Leeuwenhaag;H.C. de Jonghweg 5;Rossum;60583991;;;;;
2024;53343;1;122600;;;;;;;;;
2024;5334LL;1;526000;;;;;;;;;
2024;5334NT;1;155000;;;;;;;;;
2024;5335LB;2;984100;Dutchsportponys;Veerweg 1 b;Alem;66265193;06 29414477;;;;
2024;5342NJ;1;327500;;;;;;;;;
2024;5345HC;1;12000;;;;;;;;;
2024;5345HR;1;145900;Farmerhoeve Vof;Langendonkweg 10;Oss;68572492;;;;;
2024;5346JK;1;72800;;;;;;;;;
2024;5346JN;1;1024200;Manege Van Erp Vof;Frankenbeemdweg 39;Oss;16056989;0412 636 602;;;;
2024;5346PH;1;230600;;;;;;;;;
2024;5351PP;1;367800;;;;;;;;;
2024;5356PB;1;243400;;;;;;;;;
2024;5357NA;1;330900;Horse Et Bv;Ganzenweg 20;Overlangel;72020733;;;;;
2024;5363TM;1;2175800;;;;;;;;;
2024;5364NB;1;176200;;;;;;;;;
2024;5373KJ;1;96000;;;;;;;;;
2024;5373KK;1;47440;;;;;;;;;
2024;5373LE;1;120000;;;;;;;;;
2024;5373LK;1;438800;;;;;;;;;
2024;5374NK;1;234000;;;;;;;;;
2024;5375AH;1;52000;;;;;;;;;
2024;5375KC;1;32000;;;;;;;;;
2024;5382JT;1;222900;;;;;;;;;
2024;5384PN;1;492400;;;;;;;;;
2024;5384RB;2;821000;Stal De Fliere Fluiter;Wijststraat 16;Heesch;17245420;0412 451 350;;;;
2024;5384ST;1;41000;;;;;;;;;
2024;5386KC;1;287000;;;;;;;;;
2024;5386KR;1;185500;;;;;;;;;
2024;53881;1;389200;;;;;;;;;
2024;5388RD;1;135700;;;;;;;;;
2024;5388XB;1;430400;;;;;;;;;
2024;53909;1;8700;;;;;;;;;
2024;53913;1;25200;;;;;;;;;
2024;53919;1;12200;;;;;;;;;
2024;5391KC;1;586700;;;;;;;;;
2024;5394AC;1;271800;;;;;;;;;
2024;5394LP;1;314600;Burgthoeve Zorgboerderij Bv;Lutterweg 13;Oijen;76862291;;;;;
2024;5396NL;1;115000;Koppelaars;Weisestraat 29;Lithoijen;17190523;;;;;
2024;5396PB;1;451900;;;;;;;;;
2024;5397LA;2;419700;Van De Weerdt Ackermans Vof;Hertog Janstraat 57;Lith;51237709;;;;;
2024;5398CB;1;90000;;;;;;;;;
2024;5398CG;1;372300;;;;;;;;;
2024;5398HR;1;455000;Nelissen Vof;Pastoor Roesweg 30;Maren-Kessel;16086684;;;;;
2024;5398JD;1;219400;Hengstenhouderij G Toonen;Marenseweg 1;Maren-Kessel;61423238;;;;;
2024;5401GN;1;208300;;;;;;;;;
2024;5402EK;1;12100;;;;;;;;;
2024;5406NA;1;75000;Maatschap Van Boekel Langenhuijzen;Eikenheuvelweg 15;Uden;17246233;;;;;
2024;5406TD;1;447500;;;;;;;;;
2024;5406TH;1;426300;;;;;;;;;
2024;5406TS;1;438600;Ajj Sommers;Canadasweg 9 A;Uden;17263980;612598888;;;;
2024;5406XH;1;278100;Paardensportcentrum Olympic;Vluchtoordweg 3;Uden;16054567;;;;;
2024;5406XJ;2;372000;Stal Timmers 2;Patersweg 15;Uden;77957083;;;;;
2024;5408PA;1;406100;Stal Van Boxtel;Maatseheistraat 4;Volkel;17135317;;;;;
2024;5408SM;1;314400;;;;;;;;;
2024;5409AE;1;146500;;;;;;;;;
2024;5409SK;1;37820;;;;;;;;;
2024;5409SX;1;146480;;;;;;;;;
2024;5409TC;1;47000;Manders Selten Vof;Ontginningsweg 7;Odiliapeel;51073323;;;;;
2024;5411EL;1;22000;;;;;;;;;
2024;5411RE;1;198940;Orchids Paardenmelkerij;Graafsebaan 3;Zeeland;16074369;;;;;
2024;5411RM;1;278300;;;;;;;;;
2024;5411RN;1;674900;RSC De Drie Linden;Zevenhuis 32;;;0486-451410;;;;
2024;5411VD;1;23400;;;;;;;;;
2024;5421ZJ;1;24700;;;;;;;;;
2024;5423VV;1;316900;Stal Krol Vof;Haveltweg 66;Handel;53114329;;;;;
2024;5424SH;1;679100;Stal Keizersberg Bv;Keizersberg 24;Elsendorp;60128631;;;;;
2024;5425RD;2;1018800;Springstal Van De Wetering;Breemhorstsedijk 65;De Mortel;17168352;06 53842131;;;;
2024;5425RL;1;443700;;;;;;;;;
2024;5425VC;1;657900;Manege De Stap;De Stap 12;;;0492-365382;;;;
2024;5427EG;1;205800;Ak Quarter Horses Bv;Peelstraat 24;Boekel;67991149;;;;;
2024;5427HD;1;458700;Stal Meulemeesters;De Bunders 4 b;Boekel;17273940;;;;;
2024;5427LP;1;44300;Verhagen Horse Service Vof;Rietven 4;Boekel;57719721;;;;;
2024;5427RC;1;413500;;;;;;;;;
2024;5427RL;1;147100;;;;;;;;;
2024;5428NR;2;533490;Vof De Noordkant;Noordstraat 15;Venhorst;51107023;;;;;
2024;5435XA;1;257900;Dressuurstal Odiliahoeve;Odiliadijk 4;Sint Agatha;17244586;;;;;
2024;5437AA;1;94200;;;;;;;;;
2024;5437PG;1;153000;Agm Huberts;Vianenstraat 6;Beers NB;16064194;;;;;
2024;5438NA;1;89100;;;;;;;;;
2024;5438NE;1;10000;;;;;;;;;
2024;5439NH;1;12000;Mw Haverkamp;Eindsestraat 10;Linden;16048208;;;;;
2024;5441PJ;1;87350;;;;;;;;;
2024;5441XA;1;65700;;;;;;;;;
2024;5441XG;1;28000;;;;;;;;;
2024;5443NJ;1;24400;;;;;;;;;
2024;5443NL;1;60540;;;;;;;;;
2024;5445PA;1;145700;;;;;;;;;
2024;5447PC;1;188200;;;;;;;;;
2024;5447PK;1;641200;Fvk Horses Goatservice;Sprongseweg 7;Rijkevoort;53792734;;;;;
2024;5449AD;1;199950;Stal De Walschot;Walsert 5 A;Rijkevoort-De Walsert;66258944;;;;;
2024;5453RJ;1;192100;;;;;;;;;
2024;5453RL;1;35000;;;;;;;;;
2024;5453RS;1;239300;;;;;;;;;
2024;5454NL;1;145890;;;;;;;;;
2024;5455RB;1;26140;Vetipen Bv;Driesweg 10;Wilbertoord;16080821;;;;;
2024;5463PB;2;644600;;;;;;;;;
2024;5464TH;1;327000;;;;;;;;;
2024;5464VC;1;603000;Paardenfokkerij De Korte;Voorhei 10;Veghel;63759357;;;;;
2024;5465PM;1;259100;;;;;;;;;
2024;5465RB;1;110000;;;;;;;;;
2024;5466PN;1;49180;;;;;;;;;
2024;5466PS;1;154100;;;;;;;;;
2024;5469PL;1;36900;;;;;;;;;
2024;5469PR;1;63000;;;;;;;;;
2024;5469SC;1;364000;;;;;;;;;
2024;5472PS;1;80960;Roefs Vof;Achterdonksestraat 5;Loosbroek;17129594;;;;;
2024;5472PT;1;214900;Stal Aaldering;Busselsesteeg 2;Loosbroek;17166157;;;;;
2024;5473KG;2;1009620;Paardenhouderij Tizzum;Lange Kruisdelstraat 5 c;Heeswijk-Dinther;69929602;06 20515697;;;;
2024;5473RG;1;190500;;;;;;;;;
2024;5473VG;2;654900;;;;;;;;;
2024;5473XL;1;585000;;;;;;;;;
2024;5476VB;1;350600;;;;;;;;;
2024;5476VJ;1;39400;Mts Vd Heijden V Santvoort;Nistelrodesedijk 14;Vorstenbosch;51457113;;;;;
2024;5476VM;1;393600;;;;;;;;;
2024;5476VX;1;163160;;;;;;;;;
2024;5481VE;1;343000;;;;;;;;;
2024;5481XN;1;949100;Stal Witte Bv;Olieeindsestraat 8;Schijndel;16043191;073 547 5928;;;;
2024;5482VX;1;479000;Stal Vermulst;Het Hooghekke 7;Schijndel;56298900;;;;;
2024;5482VZ;1;13000;;;;;;;;;
2024;5482WX;1;215500;Paardenhouderij De Meulendijk;Molendijk-Noord 91 A;Schijndel;78744156;;;;;
2024;5482ZR;1;722400;;;;;;;;;
2024;5482ZT;1;258500;Cam Van Den Oetelaar Bv;Dungensesteeg 9 A;Schijndel;63627396;;;;;
2024;5482ZX;1;237800;Paardenhouderij Dn Bles;Houterdsedijk 27;Schijndel;17128180;;;;;
2024;5482ZZ;1;240900;Vof Verbakel;Houterdsedijk 12;Schijndel;17132361;;;;;
2024;5491PG;2;448700;Stal Quinto;Vresselse-Akkers 3 a;Sint-Oedenrode;17188523;;;;;
2024;5491PH;1;47700;;;;;;;;;
2024;5491PJ;1;158900;;;;;;;;;
2024;5491RB;1;31310;;;;;;;;;
2024;5491RG;1;155200;;;;;;;;;
2024;5491RJ;1;229000;Nadja Lommers Dressage Horses;Spierkesweg 13 a;Sint-Oedenrode;64219046;;;;;
2024;5491RM;1;99000;;;;;;;;;
2024;5491RV;1;188800;;;;;;;;;
2024;5491TD;1;85880;;;;;;;;;
2024;5491TE;1;421500;;;;;;;;;
2024;5491TL;1;294300;Hengstenhouderij Den Hoorn;Sterrebos 7;Sint-Oedenrode;17265886;;;;;
2024;5491VD;1;502640;;;;;;;;;
2024;5491VG;1;182300;Romiks Hof;Hoogeind 9;Sint-Oedenrode;17158867;;;;;
2024;5491XX;1;40800;;;;;;;;;
2024;5492NC;1;8500;;;;;;;;;
2024;5492VT;2;710500;Mj Aarts;Hoogstraat 15;Sint-Oedenrode;65410505;;;;;
2024;5504NJ;1;176200;;;;;;;;;
2024;5504PT;1;36460;Paardenstoeterij Van Bommel;Volmolenweg 17;Veldhoven;62056417;;;;;
2024;5504PZ;1;405000;;;;;;;;;
2024;5504RL;1;903600;;;;;;;;;
2024;5507PW;1;154100;;;;;;;;;
2024;5511KS;1;351460;Stal Van Dillen;Hoekdries 3;Knegsel;61276162;;;;;
2024;5513NR;1;276100;;;;;;;;;
2024;5521ND;1;684100;;;;;;;;;
2024;5521NP;1;955100;PCK Eersel;Molenveld 5;;;0497-512534;;;;
2024;5521PM;1;32200;;;;;;;;;
2024;5524KE;1;1194200;Stal Smits;Tasbroekwegje 4;Steensel;17270318;0497 512 684;;;;
2024;5525AS;1;20700;;;;;;;;;
2024;5525KE;1;73500;;;;;;;;;
2024;5527JT;1;516400;;;;;;;;;
2024;5528NB;2;919900;Stoeterij Duyselshof Bv;Landrop 6;Hoogeloon;22028794;0497 369 715;;;;
2024;5528NC;1;843100;;;;;;;;;
2024;5528NN;2;824200;Stal Burg Bv;Hoogcasteren 3;Hoogeloon;17071100;0497 682 057;;;;
2024;5528NT;1;454000;;;;;;;;;
2024;5531NM;1;994300;;;;;;;;;
2024;5531PJ;1;247960;Spliethof Vof;Het Bosch 4;Bladel;75574241;;;;;
2024;5541NC;2;103900;;;;;;;;;
2024;5556VA;1;164300;;;;;;;;;
2024;5556VB;1;30160;Stal Bax Bv;Maastrichterweg 203;Valkenswaard;17115594;;;;;
2024;5556VC;1;8570;;;;;;;;;
2024;5556VG;1;7760;Oaks Sporthorses Bv;Peedijk 24;Valkenswaard;67398510;;;;;
2024;5556VJ;1;524200;Exell Equestrian Bv;Klein Schaft 5 A;Valkenswaard;61994871;;;;;
2024;5561AR;1;127500;;;;;;;;;
2024;5561TA;1;95300;Team Collins Strijk Vof;Keersop 1;Riethoven;64372197;;;;;
2024;5571TH;1;308400;;;;;;;;;
2024;5571TM;1;273800;;;;;;;;;
2024;5571TR;1;119000;;;;;;;;;
2024;5575CB;1;15000;;;;;;;;;
2024;5575XB;1;635100;;;;;;;;;
2024;5581VX;1;759500;;;;;;;;;
2024;5583TB;1;87100;Paardenhotel Ekenrode;Achtereindsestraat 1 d;Waalre;17087922;;;;;
2024;5591BN;1;878400;Hans Dings Bv;Strabrecht 1;Heeze;17206654;040 226 4857;;;;
2024;5591TA;3;507000;Van Oeffelen Vof;Heezerenbosch 24;Heeze;77241126;;;;;
2024;5591TK;1;130100;;;;;;;;;
2024;5591TZ;1;1183200;RSC Manege Meulendijks;Strabrechtseheideweg 6;;;612708022;;;;
2024;5591VD;1;446400;Paardenrusthuis P Van Der Kruis;Huisvenseweg 2;Heeze;65881354;;;;;
2024;5595GD;1;1377840;;;;;;;;;
2024;5595GK;1;426700;;;;;;;;;
2024;5595XB;1;1253400;Manege de Molenberg;Valkenswaardseweg 29C;;;621871317;;;;
2024;5613BH;1;109000;;;;;;;;;
2024;5613ES;1;955900;Jr Stables;Lakerstraat 32;Eindhoven;55069665;;;;;
2024;5615AT;1;87300;;;;;;;;;
2024;5625GK;1;254300;;;;;;;;;
2024;56332;1;26700;;;;;;;;;
2024;5644BR;1;581000;;;;;;;;;
2024;5644RT;1;1030700;;;;;;;;;
2024;5647LB;1;128500;Stal De Groof;Riel 8 A;Eindhoven;69236992;;;;;
2024;5664EN;1;141000;;;;;;;;;
2024;5673NA;2;741400;;;;;;;;;
2024;5673TZ;1;32000;;;;;;;;;
2024;5674BA;1;321200;;;;;;;;;
2024;5674ND;1;92100;;;;;;;;;
2024;5674NJ;1;26720;;;;;;;;;
2024;5674NM;1;35600;;;;;;;;;
2024;5674NX;1;136600;;;;;;;;;
2024;5674PG;1;294000;Paardenfokkerij Gebroeders Van Rooij;Heerendonk 6;Nuenen;52301966;;;;;
2024;5674RN;1;553200;Pensionstal Roijakkers;Alvershool 7;Nuenen;59014806;;;;;
2024;5674SL;1;161500;;;;;;;;;
2024;5684NT;1;69100;B Spanjers;Kapelweg 40;Best;17252081;;;;;
2024;5684NX;1;475200;;;;;;;;;
2024;5688GV;1;179200;Cwm Van Nunen;Oerlesedijk 2;Oirschot;17074456;;;;;
2024;5688HJ;1;190500;;;;;;;;;
2024;5688JM;1;95900;;;;;;;;;
2024;5688LK;1;75800;;;;;;;;;
2024;5688NC;1;418600;Rooth Vof;Schansstraat 16 B;Oirschot;73775711;;;;;
2024;5691PD;2;1312300;Sonniushof Sport Bv;Sonniuswijk 35;Son en Breugel;50208012;0499 472 133;;;;
2024;5694NP;1;369600;Mjj Van Den Oever Cv;Olen 5;Son en Breugel;62968114;;;;;
2024;5705BP;1;332600;;;;;;;;;
2024;5707LH;1;96900;Maatschap Paardenhouderij De Grote Overbrug;de Grote Overbrug 4;Helmond;63046350;;;;;
2024;5708BC;1;188600;Uniek Sporthorses;Kruisschotseweg 8;Helmond;53040252;;;;;
2024;5708CW;1;381200;Spring En Dressuurstal Hoffmann Bv;Lieshoutseweg 67;Helmond;17200375;;;;;
2024;5708JH;1;629800;Stiphoutse Hoeve;Stiphoutse Dreef 4;Helmond;62333569;;;;;
2024;5709AG;1;348300;Gerrits Recycling Group Bv;Helmondsingel 223;Helmond;17190950;;;;;
2024;5711PV;1;258600;Hoysen Court Stables Bv;Hoijserstraat 12;Someren;17094166;;;;;
2024;5711RG;1;78100;;;;;;;;;
2024;5712GX;1;777500;;;;;;;;;
2024;5712JX;1;320200;Martien Raijmakers;Nederweertseweg 15;Someren;17116855;;;;;
2024;5712PD;1;103000;;;;;;;;;
2024;5712PM;1;37000;;;;;;;;;
2024;5712RC;1;372200;De 4Hoeven;Molenbrugweg 15 a;Someren;61715344;;;;;
2024;5712SE;1;303400;;;;;;;;;
2024;5715RG;1;205500;Anna Hoeve Horses Bv;Kromvenweg 18;Lierop;64966607;;;;;
2024;5721AS;1;107000;;;;;;;;;
2024;5721PB;1;480300;;;;;;;;;
2024;5721PD;1;1121400;;;;;;;;;
2024;5721SR;1;198500;Hpm Aarts;Kloostereind 2;Asten;17245750;;;;;
2024;5721WH;1;305400;;;;;;;;;
2024;5721WK;1;600100;Erika Lickhammer;Hindert 2;Asten;14109063;648206663;;;;
2024;5721WL;1;521400;Stal Heijligers;Laarbroek 5;Asten;17179220;;;;;
2024;5724AK;1;393600;Ponnyfarm De Ombos;Deurneseweg 39;Ommel;17033276;;;;;
2024;5724PG;1;243400;;;;;;;;;
2024;5725AS;1;353000;Stal Van Den Hurk;Antoniusstraat 42;Heusden;68471688;;;;;
2024;5725RG;3;1049440;Elzenburg Oss Bv;Meijelseweg 73;Heusden;17131559;;;;;
2024;5725RH;1;405000;Aan Dn Overkant;Meijelseweg 74;Heusden;61372218;;;;;
2024;5725RK;1;145100;Stoeterij De Peelsprong Bv;Goudplevierweg 6;Heusden;17072781;;;;;
2024;5725RL;1;257700;Koo Arabians;Achtermijterbaan 5;Heusden;61326925;;;;;
2024;5731HD;1;62000;Laiz Sport Horses Bv;Sint Sebastiaanweg 14;Mierlo;77794001;;;;;
2024;5731PD;1;311400;;;;;;;;;
2024;5731PG;2;411800;;;;;;;;;
2024;5731PT;2;920800;Demro Stables Bv;Heezerweg 7;Mierlo;12056954;;;;;
2024;5735PA;1;624120;Pjm Verbakel;Kasteelweg 3;Aarle-Rixtel;17060185;;;;;
2024;5735RD;1;28440;Hengstenhouderij Van Bommel;Lieshoutseweg 70;Aarle-Rixtel;59095121;;;;;
2024;5737PA;1;87800;Stoeterij Swinkels;'t Hof 2;Lieshout;77928482;;;;;
2024;5737RB;1;34500;;;;;;;;;
2024;5738PD;1;264100;;;;;;;;;
2024;5738RG;1;64700;J Corsten Paardenhouderij Bv;Paalberg 3;Mariahout;17076603;;;;;
2024;5741SL;1;568000;Hestegaarden;Peeleindseweg 6;Beek en Donk;77913558;;;;;
2024;5741TD;1;293100;Stal Van Boxmeer;Broekweg 2;Beek en Donk;17248115;;;;;
2024;5752PC;2;161600;;;;;;;;;
2024;5752PD;1;474300;Vof De Kawei;Bakelseweg 53;Deurne;17142711;;;;;
2024;5752PX;1;436300;Stal Knijnenburg Bv;Goorsebergweg 8;Deurne;66709830;;;;;
2024;5752RZ;1;208900;Stal Bankers;Molenhof 1 a;Deurne;67347800;;;;;
2024;5752SC;1;722700;Green Valley Estate;Bruggenseweg 11 A;;;088- 02 24 300;;;;
2024;5753SV;1;251120;;;;;;;;;
2024;5756PB;1;518900;;;;;;;;;
2024;5757PB;1;545500;;;;;;;;;
2024;5757RA;1;174000;;;;;;;;;
2024;5757RC;1;43600;;;;;;;;;
2024;5757RM;1;69000;;;;;;;;;
2024;5757RN;1;328300;A Van Osch;Garst 8;Liessel;61590223;;;;;
2024;5757RP;1;108900;Stal De Lagevoort;Kanaalstraat 16;Liessel;17190709;;;;;
2024;5761PG;1;333400;;;;;;;;;
2024;5761PL;1;93600;Stal Mandy Bankers;Ravensgat 5;Bakel;68096496;;;;;
2024;5761PS;1;247600;;;;;;;;;
2024;5761RG;1;72000;Stal De Westhoeve;Nuijeneind 16;Bakel;65187393;;;;;
2024;5761RH;1;30100;;;;;;;;;
2024;5761RP;1;104200;;;;;;;;;
2024;5763BR;1;265500;;;;;;;;;
2024;5763BT;1;94500;;;;;;;;;
2024;5764RL;1;68100;Dressuurstal Stijn Bruisten;Jodenpeeldreef 8;De Rips;17259154;;;;;
2024;5768PK;1;569500;;;;;;;;;
2024;5768PP;2;388300;;;;;;;;;
2024;5768RP;1;102800;Mts Berben Vissers;Vieruitersten 6;Meijel;14128558;;;;;
2024;5768RT;1;230100;Stal Startebos;Molenbaan 18;Meijel;61784265;;;;;
2024;5801PJ;1;209500;;;;;;;;;
2024;5804AT;1;142000;Mhjm Stiphout;Overloonseweg 99;Venray;52402061;;;;;
2024;5804AV;1;131120;;;;;;;;;
2024;5808AM;1;339600;;;;;;;;;
2024;5809EK;1;230500;;;;;;;;;
2024;5811AW;1;377082;;;;;;;;;
2024;5812AG;1;68500;Bourns Sporthorses Bv;Volen 1 B;Heide;77163974;;;;;
2024;5812AN;1;45800;;;;;;;;;
2024;58135;1;280100;;;;;;;;;
2024;5813AA;1;168600;Hd Equestrian;Deurneseweg 101;Ysselsteyn;74964763;;;;;
2024;5813AB;1;573800;;;;;;;;;
2024;5813AE;1;126600;;;;;;;;;
2024;5813BD;1;337000;;;;;;;;;
2024;5813BE;1;505900;;;;;;;;;
2024;5813BH;1;148600;Diana Kuijten;Rouwkuilenweg 35;Ysselsteyn;70503664;088- 02 24 300;;;;
2024;5814AL;1;61600;;;;;;;;;
2024;5815CA;2;725300;;;;;;;;;
2024;5821AR;1;236300;;;;;;;;;
2024;5821EE;1;388300;;;;;;;;;
2024;58239;1;93900;;;;;;;;;
2024;5823AM;1;30000;;;;;;;;;
2024;58285;1;2281600;;;;;;;;;
2024;58300;1;853700;;;;;;;;;
2024;58313;1;813000;;;;;;;;;
2024;5831JM;1;219000;Maatschap Verberkt Bongarts;Veerstraat 53;Boxmeer;61279269;;;;;
2024;5835BB;1;47500;;;;;;;;;
2024;5836CD;1;243000;;;;;;;;;
2024;5841CC;1;76750;;;;;;;;;
